# Altitude(AMSL),Pressure(hpa),Temp(C),RH,WindSpeed(m/s),WindDirection(degTN),Uwind(m/s),Vwind(m/s)
30882.94,11.57,-36.85, 0.58,15.23,95.54,15.16,-1.47
30888.80,11.56,-36.88, 0.58,15.26,96.14,15.17,-1.63
30894.76,11.55,-36.91, 0.58,15.29,96.73,15.19,-1.79
30900.92,11.54,-36.93, 0.58,15.33,97.30,15.21,-1.95
30907.25,11.53,-36.96, 0.58,15.37,97.86,15.23,-2.10
30913.68,11.52,-36.98, 0.58,15.42,98.41,15.25,-2.26
30919.89,11.51,-36.99, 0.58,15.47,98.94,15.28,-2.40
30925.89,11.50,-37.01, 0.58,15.52,99.45,15.31,-2.55
30932.00,11.49,-37.01, 0.58,15.57,99.95,15.34,-2.69
30938.45,11.48,-37.02, 0.58,15.63,100.42,15.37,-2.83
30944.87,11.47,-37.01, 0.58,15.68,100.88,15.40,-2.96
30951.12,11.46,-37.02, 0.58,15.73,101.31,15.43,-3.09
30957.34,11.45,-37.00, 0.58,15.78,101.73,15.45,-3.21
30963.73,11.44,-36.98, 0.58,15.83,102.12,15.48,-3.32
30970.36,11.43,-36.96, 0.58,15.88,102.49,15.50,-3.43
30976.97,11.41,-36.94, 0.58,15.92,102.84,15.52,-3.54
30983.67,11.40,-36.91, 0.58,15.95,103.16,15.54,-3.63
30990.63,11.39,-36.89, 0.58,15.98,103.46,15.54,-3.72
30997.73,11.38,-36.88, 0.58,16.01,103.74,15.55,-3.80
31004.51,11.37,-36.88, 0.58,16.02,104.00,15.55,-3.87
31010.95,11.36,-36.89, 0.57,16.03,104.22,15.54,-3.94
31017.07,11.35,-36.90, 0.57,16.03,104.43,15.52,-3.99
31023.28,11.34,-36.92, 0.57,16.02,104.60,15.50,-4.04
31029.72,11.33,-36.94, 0.57,16.00,104.75,15.47,-4.07
31036.37,11.32,-36.96, 0.57,15.97,104.87,15.43,-4.10
31043.22,11.31,-36.99, 0.57,15.93,104.96,15.39,-4.11
31050.21,11.30,-37.01, 0.57,15.88,105.02,15.34,-4.12
31057.04,11.29,-37.04, 0.57,15.82,105.05,15.28,-4.11
31063.34,11.27,-37.06, 0.57,15.76,105.05,15.22,-4.09
31069.52,11.26,-37.07, 0.57,15.69,105.01,15.15,-4.06
31076.03,11.25,-37.08, 0.57,15.61,104.94,15.08,-4.02
31083.00,11.24,-37.08, 0.57,15.52,104.83,15.00,-3.97
31090.12,11.23,-37.07, 0.57,15.43,104.69,14.93,-3.91
31097.06,11.22,-37.04, 0.57,15.34,104.52,14.85,-3.84
31103.77,11.21,-37.01, 0.57,15.24,104.31,14.77,-3.77
31110.27,11.20,-36.98, 0.56,15.14,104.06,14.69,-3.68
31116.56,11.19,-36.93, 0.56,15.04,103.78,14.61,-3.58
31122.90,11.18,-36.89, 0.56,14.94,103.47,14.53,-3.48
31129.90,11.17,-36.85, 0.56,14.84,103.12,14.45,-3.37
31137.64,11.16,-36.82, 0.56,14.74,102.75,14.38,-3.25
31145.53,11.14,-36.79, 0.56,14.65,102.35,14.31,-3.13
31153.03,11.13,-36.78, 0.56,14.56,101.92,14.25,-3.01
31159.73,11.12,-36.77, 0.56,14.47,101.48,14.19,-2.88
31165.42,11.11,-36.78, 0.55,14.40,101.02,14.13,-2.75
31170.64,11.10,-36.78, 0.55,14.32,100.54,14.08,-2.62
31176.66,11.09,-36.78, 0.55,14.25,100.06,14.04,-2.49
31183.90,11.08,-36.77, 0.55,14.19,99.57,14.00,-2.36
31191.83,11.07,-36.76, 0.55,14.14,99.09,13.96,-2.23
31199.27,11.06,-36.74, 0.55,14.09,98.61,13.93,-2.11
31205.46,11.05,-36.71, 0.55,14.04,98.14,13.90,-1.99
31210.87,11.04,-36.68, 0.55,14.00,97.69,13.88,-1.87
31216.60,11.03,-36.64, 0.54,13.97,97.26,13.86,-1.77
31223.06,11.02,-36.60, 0.54,13.94,96.85,13.84,-1.66
31230.27,11.01,-36.56, 0.54,13.91,96.47,13.82,-1.57
31238.10,11.00,-36.52, 0.54,13.88,96.12,13.80,-1.48
31245.91,10.98,-36.48, 0.54,13.85,95.81,13.78,-1.40
31253.04,10.97,-36.45, 0.54,13.82,95.53,13.76,-1.33
31259.34,10.96,-36.41, 0.54,13.80,95.29,13.74,-1.27
31265.32,10.95,-36.38, 0.54,13.77,95.09,13.71,-1.22
31271.81,10.94,-36.36, 0.54,13.74,94.94,13.68,-1.18
31279.32,10.93,-36.34, 0.54,13.70,94.82,13.65,-1.15
31287.30,10.92,-36.33, 0.54,13.66,94.75,13.62,-1.13
31295.29,10.91,-36.32, 0.54,13.62,94.73,13.58,-1.12
31303.21,10.89,-36.31, 0.54,13.58,94.75,13.53,-1.12
31310.82,10.88,-36.31, 0.54,13.53,94.81,13.49,-1.13
31317.98,10.87,-36.31, 0.54,13.48,94.91,13.43,-1.15
31324.83,10.86,-36.31, 0.54,13.43,95.06,13.38,-1.18
31331.89,10.85,-36.31, 0.54,13.37,95.24,13.32,-1.22
31339.36,10.84,-36.31, 0.54,13.31,95.46,13.25,-1.27
31346.75,10.83,-36.30, 0.54,13.25,95.72,13.19,-1.32
31353.65,10.82,-36.28, 0.54,13.19,96.01,13.12,-1.38
31360.44,10.81,-36.27, 0.54,13.13,96.34,13.05,-1.45
31367.57,10.79,-36.26, 0.54,13.07,96.69,12.98,-1.52
31374.93,10.78,-36.26, 0.54,13.01,97.07,12.91,-1.60
31382.27,10.77,-36.26, 0.54,12.95,97.47,12.84,-1.68
31389.52,10.76,-36.27, 0.54,12.89,97.89,12.77,-1.77
31396.72,10.75,-36.28, 0.54,12.84,98.33,12.70,-1.86
31403.95,10.74,-36.29, 0.54,12.79,98.78,12.64,-1.95
31411.12,10.73,-36.30, 0.54,12.74,99.23,12.58,-2.04
31418.15,10.72,-36.32, 0.54,12.70,99.69,12.52,-2.14
31425.27,10.71,-36.33, 0.54,12.66,100.16,12.47,-2.23
31432.71,10.69,-36.35, 0.54,12.63,100.62,12.42,-2.33
31440.63,10.68,-36.36, 0.54,12.60,101.08,12.37,-2.42
31448.66,10.67,-36.36, 0.54,12.58,101.53,12.33,-2.51
31456.43,10.66,-36.36, 0.54,12.56,101.97,12.29,-2.61
31463.91,10.65,-36.36, 0.54,12.55,102.41,12.26,-2.70
31471.40,10.64,-36.36, 0.54,12.54,102.83,12.23,-2.78
31478.52,10.62,-36.35, 0.54,12.54,103.24,12.20,-2.87
31485.55,10.61,-36.34, 0.54,12.53,103.64,12.18,-2.96
31492.68,10.60,-36.33, 0.54,12.54,104.02,12.16,-3.04
31500.04,10.59,-36.31, 0.54,12.54,104.39,12.15,-3.12
31507.34,10.58,-36.30, 0.54,12.55,104.75,12.13,-3.19
31514.38,10.57,-36.28, 0.54,12.55,105.10,12.12,-3.27
31521.17,10.56,-36.26, 0.54,12.56,105.43,12.11,-3.34
31527.71,10.55,-36.25, 0.54,12.57,105.75,12.10,-3.41
31534.22,10.54,-36.24, 0.54,12.58,106.07,12.09,-3.48
31541.17,10.53,-36.23, 0.54,12.58,106.36,12.08,-3.55
31548.58,10.52,-36.23, 0.54,12.59,106.65,12.06,-3.61
31556.43,10.51,-36.23, 0.54,12.60,106.93,12.05,-3.67
31564.72,10.49,-36.23, 0.54,12.60,107.20,12.04,-3.73
31572.85,10.48,-36.24, 0.54,12.60,107.45,12.02,-3.78
31580.28,10.47,-36.25, 0.54,12.61,107.69,12.01,-3.83
31587.13,10.46,-36.27, 0.54,12.60,107.92,11.99,-3.88
31594.01,10.45,-36.28, 0.55,12.60,108.13,11.97,-3.92
31601.25,10.44,-36.30, 0.55,12.59,108.33,11.95,-3.96
31608.90,10.43,-36.32, 0.55,12.58,108.52,11.93,-4.00
31616.44,10.42,-36.34, 0.55,12.57,108.68,11.91,-4.03
31623.63,10.41,-36.36, 0.55,12.55,108.83,11.88,-4.05
31631.01,10.40,-36.37, 0.55,12.54,108.95,11.86,-4.07
31638.76,10.38,-36.39, 0.55,12.51,109.06,11.83,-4.09
31646.42,10.37,-36.40, 0.55,12.49,109.15,11.80,-4.10
31653.73,10.36,-36.42, 0.55,12.47,109.21,11.77,-4.10
31660.77,10.35,-36.43, 0.55,12.44,109.26,11.74,-4.10
31667.71,10.34,-36.45, 0.55,12.41,109.28,11.71,-4.10
31674.93,10.33,-36.46, 0.55,12.37,109.28,11.68,-4.09
31682.58,10.32,-36.47, 0.55,12.34,109.26,11.65,-4.07
31690.42,10.31,-36.48, 0.55,12.30,109.23,11.62,-4.05
31698.45,10.30,-36.49, 0.55,12.27,109.18,11.58,-4.03
31706.09,10.28,-36.50, 0.55,12.22,109.11,11.55,-4.00
31713.03,10.27,-36.51, 0.55,12.18,109.03,11.52,-3.97
31719.48,10.26,-36.51, 0.55,12.14,108.95,11.48,-3.94
31725.61,10.26,-36.52, 0.55,12.10,108.86,11.45,-3.91
31731.85,10.25,-36.53, 0.55,12.05,108.77,11.41,-3.88
31738.42,10.24,-36.53, 0.55,12.00,108.67,11.37,-3.84
31745.36,10.23,-36.53, 0.55,11.95,108.59,11.33,-3.81
31752.55,10.22,-36.53, 0.55,11.90,108.51,11.29,-3.78
31759.85,10.21,-36.53, 0.55,11.85,108.44,11.24,-3.75
31767.28,10.19,-36.52, 0.54,11.79,108.39,11.19,-3.72
31774.75,10.18,-36.51, 0.54,11.74,108.36,11.14,-3.70
31781.64,10.17,-36.49, 0.54,11.68,108.35,11.09,-3.68
31788.03,10.16,-36.47, 0.54,11.62,108.37,11.03,-3.66
31794.32,10.16,-36.44, 0.54,11.56,108.41,10.97,-3.65
31800.69,10.15,-36.41, 0.54,11.50,108.48,10.91,-3.65
31807.26,10.14,-36.38, 0.54,11.44,108.58,10.84,-3.65
31813.81,10.13,-36.35, 0.53,11.37,108.72,10.77,-3.65
31820.14,10.12,-36.31, 0.53,11.31,108.88,10.70,-3.66
31826.58,10.11,-36.28, 0.53,11.24,109.07,10.62,-3.67
31833.56,10.10,-36.24, 0.53,11.17,109.30,10.54,-3.69
31841.01,10.09,-36.21, 0.53,11.10,109.56,10.46,-3.72
31848.45,10.08,-36.17, 0.53,11.03,109.85,10.37,-3.74
31855.35,10.07,-36.14, 0.52,10.96,110.16,10.29,-3.78
31861.60,10.06,-36.10, 0.52,10.88,110.50,10.19,-3.81
31867.72,10.05,-36.07, 0.52,10.81,110.86,10.10,-3.85
31873.94,10.04,-36.03, 0.52,10.73,111.24,10.00,-3.89
31879.89,10.03,-36.00, 0.52,10.66,111.64, 9.91,-3.93
31885.50,10.02,-35.96, 0.52,10.58,112.05, 9.81,-3.97
31891.47,10.02,-35.93, 0.52,10.51,112.47, 9.71,-4.02
31898.21,10.01,-35.90, 0.51,10.43,112.90, 9.61,-4.06
31905.58,10.00,-35.87, 0.51,10.35,113.34, 9.51,-4.10
31913.02, 9.98,-35.83, 0.51,10.28,113.78, 9.41,-4.14
31919.91, 9.97,-35.80, 0.51,10.20,114.22, 9.30,-4.18
31926.57, 9.97,-35.78, 0.51,10.13,114.65, 9.20,-4.22
31933.16, 9.96,-35.74, 0.51,10.05,115.08, 9.10,-4.26
31939.61, 9.95,-35.71, 0.51, 9.98,115.51, 9.01,-4.30
31945.98, 9.94,-35.68, 0.51, 9.91,115.93, 8.91,-4.33
31952.49, 9.93,-35.65, 0.51, 9.84,116.33, 8.82,-4.37
31959.15, 9.92,-35.61, 0.51, 9.78,116.73, 8.73,-4.40
31965.66, 9.91,-35.58, 0.51, 9.71,117.12, 8.64,-4.43
31971.69, 9.90,-35.54, 0.51, 9.65,117.49, 8.56,-4.46
31977.36, 9.89,-35.51, 0.51, 9.60,117.85, 8.48,-4.48
31983.18, 9.89,-35.47, 0.51, 9.54,118.20, 8.41,-4.51
31989.38, 9.88,-35.44, 0.51, 9.49,118.53, 8.34,-4.53
31995.84, 9.87,-35.42, 0.51, 9.45,118.84, 8.28,-4.56
32001.96, 9.86,-35.39, 0.51, 9.41,119.14, 8.22,-4.58
32007.74, 9.85,-35.38, 0.51, 9.38,119.42, 8.17,-4.61
32013.55, 9.84,-35.36, 0.51, 9.35,119.68, 8.12,-4.63
32019.51, 9.83,-35.35, 0.51, 9.32,119.93, 8.08,-4.65
32025.66, 9.83,-35.35, 0.51, 9.31,120.15, 8.05,-4.67
32032.10, 9.82,-35.34, 0.51, 9.30,120.35, 8.02,-4.70
32038.73, 9.81,-35.34, 0.51, 9.29,120.52, 8.00,-4.72
32045.31, 9.80,-35.34, 0.51, 9.29,120.67, 7.99,-4.74
32051.49, 9.79,-35.34, 0.51, 9.29,120.80, 7.98,-4.76
32057.01, 9.78,-35.34, 0.51, 9.30,120.89, 7.98,-4.77
32062.44, 9.77,-35.34, 0.51, 9.31,120.95, 7.98,-4.79
32068.23, 9.77,-35.35, 0.51, 9.33,120.97, 8.00,-4.80
32074.40, 9.76,-35.35, 0.51, 9.34,120.96, 8.01,-4.81
32080.71, 9.75,-35.35, 0.51, 9.37,120.92, 8.04,-4.81
32086.83, 9.74,-35.35, 0.51, 9.39,120.82, 8.06,-4.81
32092.46, 9.73,-35.36, 0.51, 9.42,120.69, 8.10,-4.81
32097.86, 9.73,-35.36, 0.51, 9.44,120.50, 8.14,-4.79
32103.22, 9.72,-35.37, 0.51, 9.47,120.27, 8.18,-4.77
32108.67, 9.71,-35.37, 0.51, 9.50,119.99, 8.23,-4.75
32114.43, 9.70,-35.38, 0.51, 9.52,119.65, 8.28,-4.71
32120.67, 9.69,-35.38, 0.51, 9.55,119.27, 8.33,-4.67
32127.78, 9.68,-35.38, 0.51, 9.58,118.82, 8.39,-4.62
32135.51, 9.67,-35.38, 0.51, 9.60,118.33, 8.45,-4.56
32142.65, 9.66,-35.37, 0.51, 9.62,117.78, 8.51,-4.49
32148.51, 9.66,-35.37, 0.51, 9.65,117.18, 8.58,-4.41
32153.56, 9.65,-35.36, 0.50, 9.66,116.52, 8.65,-4.32
32157.93, 9.64,-35.35, 0.50, 9.68,115.81, 8.72,-4.22
32162.20, 9.64,-35.34, 0.50, 9.70,115.05, 8.79,-4.11
32167.20, 9.63,-35.32, 0.50, 9.72,114.25, 8.86,-3.99
32173.25, 9.62,-35.31, 0.50, 9.73,113.40, 8.93,-3.87
32180.14, 9.61,-35.29, 0.50, 9.75,112.52, 9.00,-3.73
32187.59, 9.60,-35.26, 0.50, 9.76,111.60, 9.08,-3.59
32194.63, 9.59,-35.23, 0.50, 9.78,110.65, 9.15,-3.45
32200.93, 9.58,-35.20, 0.50, 9.79,109.68, 9.22,-3.30
32206.97, 9.58,-35.17, 0.50, 9.81,108.69, 9.29,-3.14
32213.17, 9.57,-35.14, 0.50, 9.83,107.69, 9.36,-2.99
32219.22, 9.56,-35.10, 0.50, 9.85,106.69, 9.43,-2.83
32224.84, 9.55,-35.06, 0.50, 9.87,105.68, 9.50,-2.67
32230.28, 9.54,-35.02, 0.50, 9.89,104.68, 9.56,-2.51
32235.84, 9.54,-34.98, 0.50, 9.91,103.70, 9.63,-2.35
32241.38, 9.53,-34.94, 0.50, 9.93,102.73, 9.69,-2.19
32246.94, 9.52,-34.90, 0.50, 9.96,101.79, 9.75,-2.04
32252.53, 9.51,-34.87, 0.50, 9.98,100.88, 9.80,-1.88
32258.02, 9.51,-34.84, 0.50,10.01,100.00, 9.86,-1.74
32263.27, 9.50,-34.81, 0.50,10.04,99.15, 9.91,-1.60
32268.09, 9.49,-34.79, 0.50,10.06,98.34, 9.96,-1.46
32272.54, 9.49,-34.77, 0.50,10.09,97.57,10.00,-1.33
32277.48, 9.48,-34.75, 0.50,10.12,96.85,10.05,-1.21
32283.29, 9.47,-34.73, 0.50,10.15,96.16,10.09,-1.09
32289.45, 9.46,-34.71, 0.50,10.18,95.53,10.13,-0.98
32295.36, 9.46,-34.69, 0.50,10.21,94.94,10.17,-0.88
32300.80, 9.45,-34.66, 0.50,10.24,94.39,10.21,-0.78
32305.94, 9.44,-34.64, 0.50,10.27,93.89,10.25,-0.70
32311.17, 9.43,-34.61, 0.50,10.30,93.43,10.28,-0.62
32316.44, 9.43,-34.59, 0.50,10.33,93.02,10.32,-0.54
32321.15, 9.42,-34.57, 0.50,10.37,92.64,10.36,-0.48
32325.51, 9.42,-34.54, 0.50,10.41,92.31,10.40,-0.42
32330.72, 9.41,-34.52, 0.50,10.44,92.02,10.44,-0.37
32336.63, 9.40,-34.50, 0.50,10.49,91.77,10.48,-0.32
32342.26, 9.39,-34.49, 0.50,10.53,91.55,10.53,-0.29
32347.07, 9.39,-34.47, 0.50,10.58,91.37,10.57,-0.25
32351.41, 9.38,-34.45, 0.50,10.63,91.22,10.62,-0.23
32356.12, 9.37,-34.43, 0.50,10.68,91.09,10.68,-0.20
32361.56, 9.37,-34.41, 0.50,10.74,91.00,10.74,-0.19
32367.84, 9.36,-34.39, 0.50,10.80,90.92,10.80,-0.17
32374.75, 9.35,-34.36, 0.50,10.86,90.86,10.86,-0.16
32381.13, 9.34,-34.33, 0.50,10.93,90.83,10.93,-0.16
32386.55, 9.33,-34.30, 0.50,11.00,90.80,11.00,-0.15
32391.06, 9.33,-34.26, 0.50,11.07,90.78,11.07,-0.15
32395.21, 9.32,-34.21, 0.50,11.15,90.77,11.15,-0.15
32399.55, 9.32,-34.17, 0.50,11.22,90.76,11.22,-0.15
32404.73, 9.31,-34.12, 0.50,11.30,90.74,11.30,-0.15
32410.49, 9.30,-34.07, 0.50,11.38,90.72,11.38,-0.14
32416.47, 9.30,-34.01, 0.50,11.46,90.69,11.46,-0.14
32422.24, 9.29,-33.96, 0.50,11.54,90.65,11.54,-0.13
32427.79, 9.28,-33.91, 0.50,11.62,90.59,11.62,-0.12
32433.11, 9.27,-33.85, 0.50,11.69,90.51,11.69,-0.10
32438.04, 9.27,-33.80, 0.50,11.77,90.41,11.77,-0.08
32442.69, 9.26,-33.75, 0.50,11.84,90.29,11.84,-0.06
32447.27, 9.25,-33.69, 0.50,11.91,90.14,11.91,-0.03
32451.73, 9.25,-33.64, 0.50,11.98,89.97,11.98, 0.01
32456.20, 9.24,-33.59, 0.50,12.05,89.76,12.05, 0.05
32461.14, 9.24,-33.54, 0.50,12.11,89.53,12.11, 0.10
32466.38, 9.23,-33.48, 0.50,12.17,89.28,12.16, 0.15
32471.91, 9.22,-33.43, 0.50,12.22,89.00,12.22, 0.21
32477.65, 9.22,-33.39, 0.50,12.27,88.69,12.27, 0.28
32483.28, 9.21,-33.34, 0.50,12.32,88.36,12.32, 0.35
32488.43, 9.20,-33.30, 0.50,12.37,88.01,12.36, 0.43
32493.30, 9.19,-33.25, 0.50,12.41,87.64,12.40, 0.51
32498.12, 9.19,-33.22, 0.50,12.46,87.25,12.44, 0.60
32502.53, 9.18,-33.18, 0.50,12.50,86.86,12.48, 0.69
32506.48, 9.18,-33.15, 0.50,12.54,86.45,12.52, 0.78
32510.66, 9.17,-33.11, 0.50,12.59,86.05,12.56, 0.87
32515.32, 9.17,-33.08, 0.50,12.63,85.64,12.59, 0.96
32520.46, 9.16,-33.06, 0.50,12.67,85.24,12.63, 1.05
32525.66, 9.15,-33.03, 0.50,12.72,84.85,12.67, 1.14
32530.54, 9.15,-33.01, 0.50,12.77,84.48,12.71, 1.23
32535.06, 9.14,-32.98, 0.50,12.82,84.12,12.75, 1.31
32539.70, 9.13,-32.96, 0.50,12.87,83.79,12.80, 1.39
32544.92, 9.13,-32.94, 0.50,12.93,83.49,12.85, 1.47
32550.56, 9.12,-32.93, 0.50,12.99,83.21,12.90, 1.54
32556.04, 9.11,-32.91, 0.50,13.05,82.97,12.95, 1.60
32560.87, 9.11,-32.90, 0.50,13.12,82.76,13.01, 1.65
32565.50, 9.10,-32.88, 0.50,13.18,82.59,13.07, 1.70
32570.19, 9.10,-32.87, 0.50,13.25,82.46,13.14, 1.74
32575.22, 9.09,-32.86, 0.50,13.33,82.37,13.21, 1.77
32580.38, 9.08,-32.85, 0.50,13.40,82.31,13.28, 1.79
32585.31, 9.08,-32.84, 0.50,13.47,82.29,13.35, 1.81
32590.06, 9.07,-32.82, 0.50,13.55,82.31,13.43, 1.81
32594.88, 9.06,-32.81, 0.50,13.62,82.36,13.50, 1.81
32599.77, 9.06,-32.80, 0.50,13.70,82.45,13.58, 1.80
32604.82, 9.05,-32.78, 0.50,13.77,82.56,13.66, 1.78
32610.08, 9.04,-32.77, 0.50,13.85,82.71,13.74, 1.76
32615.44, 9.04,-32.76, 0.50,13.92,82.89,13.82, 1.72
32620.82, 9.03,-32.74, 0.50,14.00,83.10,13.89, 1.68
32626.17, 9.02,-32.73, 0.50,14.07,83.33,13.97, 1.63
32631.40, 9.02,-32.72, 0.50,14.14,83.59,14.05, 1.58
32636.45, 9.01,-32.71, 0.50,14.20,83.88,14.12, 1.52
32641.24, 9.01,-32.71, 0.50,14.27,84.18,14.19, 1.45
32645.83, 9.00,-32.71, 0.50,14.33,84.49,14.26, 1.37
32650.26, 8.99,-32.72, 0.50,14.38,84.83,14.33, 1.30
32655.01, 8.99,-32.74, 0.50,14.44,85.18,14.39, 1.21
32660.58, 8.98,-32.76, 0.50,14.49,85.54,14.44, 1.13
32666.78, 8.97,-32.78, 0.50,14.53,85.91,14.49, 1.04
32672.92, 8.97,-32.81, 0.50,14.57,86.28,14.54, 0.94
32678.90, 8.96,-32.85, 0.50,14.60,86.67,14.58, 0.85
32683.54, 8.95,-32.88, 0.50,14.63,87.05,14.61, 0.75
32686.98, 8.95,-32.90, 0.50,14.65,87.44,14.64, 0.66
32690.79, 8.94,-32.93, 0.50,14.66,87.81,14.65, 0.56
32695.42, 8.94,-32.94, 0.50,14.67,88.19,14.66, 0.46
32700.00, 8.93,-32.95, 0.50,14.67,88.55,14.66, 0.37
32704.21, 8.93,-32.94, 0.50,14.65,88.90,14.65, 0.28
32708.26, 8.92,-32.93, 0.50,14.63,89.25,14.63, 0.19
32712.57, 8.91,-32.91, 0.50,14.60,89.57,14.60, 0.11
32717.55, 8.91,-32.89, 0.50,14.57,89.88,14.57, 0.03
32723.13, 8.90,-32.86, 0.50,14.52,90.18,14.52,-0.05
32728.85, 8.89,-32.83, 0.50,14.46,90.46,14.46,-0.12
32734.13, 8.89,-32.81, 0.50,14.40,90.72,14.40,-0.18
32738.70, 8.88,-32.79, 0.50,14.33,90.95,14.32,-0.24
32742.91, 8.88,-32.77, 0.50,14.24,91.17,14.24,-0.29
32747.62, 8.87,-32.76, 0.50,14.15,91.37,14.15,-0.34
32753.04, 8.86,-32.74, 0.50,14.05,91.54,14.05,-0.38
32758.67, 8.86,-32.74, 0.50,13.95,91.70,13.94,-0.41
32763.79, 8.85,-32.73, 0.50,13.84,91.83,13.83,-0.44
32768.58, 8.85,-32.72, 0.50,13.72,91.94,13.71,-0.47
32773.28, 8.84,-32.72, 0.50,13.59,92.04,13.58,-0.48
32777.64, 8.83,-32.71, 0.50,13.46,92.12,13.45,-0.50
32782.09, 8.83,-32.71, 0.50,13.32,92.18,13.31,-0.51
32786.83, 8.82,-32.70, 0.50,13.18,92.23,13.17,-0.51
32792.04, 8.82,-32.69, 0.50,13.04,92.27,13.03,-0.52
32797.41, 8.81,-32.68, 0.50,12.89,92.29,12.88,-0.51
32802.56, 8.80,-32.67, 0.50,12.74,92.30,12.73,-0.51
32806.94, 8.80,-32.65, 0.50,12.59,92.31,12.58,-0.51
32810.36, 8.79,-32.63, 0.50,12.44,92.31,12.43,-0.50
32813.47, 8.79,-32.62, 0.50,12.29,92.31,12.28,-0.49
32817.73, 8.78,-32.60, 0.50,12.13,92.30,12.12,-0.49
32823.59, 8.78,-32.58, 0.50,11.98,92.30,11.97,-0.48
32830.29, 8.77,-32.55, 0.50,11.82,92.30,11.81,-0.47
32836.77, 8.76,-32.53, 0.50,11.67,92.31,11.66,-0.47
32842.08, 8.75,-32.51, 0.50,11.51,92.31,11.50,-0.46
32846.42, 8.75,-32.48, 0.50,11.36,92.33,11.35,-0.46
32850.46, 8.74,-32.46, 0.50,11.21,92.35,11.20,-0.46
32854.68, 8.74,-32.43, 0.50,11.06,92.38,11.05,-0.46
32859.40, 8.73,-32.41, 0.50,10.91,92.42,10.90,-0.46
32864.64, 8.73,-32.39, 0.50,10.76,92.48,10.75,-0.46
32870.27, 8.72,-32.36, 0.50,10.61,92.54,10.60,-0.47
32875.67, 8.71,-32.34, 0.50,10.46,92.61,10.45,-0.48
32880.94, 8.71,-32.33, 0.50,10.32,92.68,10.31,-0.48
32885.92, 8.70,-32.32, 0.50,10.18,92.76,10.16,-0.49
32890.79, 8.69,-32.31, 0.50,10.03,92.85,10.02,-0.50
32895.66, 8.69,-32.31, 0.50, 9.89,92.94, 9.88,-0.51
32900.94, 8.68,-32.32, 0.50, 9.75,93.03, 9.74,-0.52
32906.66, 8.67,-32.32, 0.50, 9.62,93.12, 9.60,-0.52
32912.84, 8.67,-32.33, 0.50, 9.49,93.21, 9.47,-0.53
32918.80, 8.66,-32.35, 0.50, 9.36,93.30, 9.34,-0.54
32923.95, 8.65,-32.36, 0.50, 9.23,93.37, 9.21,-0.54
32928.29, 8.65,-32.38, 0.50, 9.11,93.44, 9.09,-0.55
32933.01, 8.64,-32.39, 0.50, 8.99,93.49, 8.97,-0.55
32938.76, 8.64,-32.40, 0.50, 8.88,93.52, 8.86,-0.54
32945.03, 8.63,-32.41, 0.50, 8.77,93.53, 8.75,-0.54
32950.68, 8.62,-32.42, 0.50, 8.66,93.52, 8.65,-0.53
32955.83, 8.62,-32.42, 0.50, 8.57,93.49, 8.55,-0.52
32960.86, 8.61,-32.42, 0.50, 8.48,93.43, 8.46,-0.51
32965.95, 8.60,-32.42, 0.50, 8.40,93.35, 8.38,-0.49
32971.16, 8.60,-32.42, 0.50, 8.32,93.25, 8.31,-0.47
32976.55, 8.59,-32.41, 0.50, 8.26,93.12, 8.25,-0.45
32982.05, 8.58,-32.41, 0.50, 8.20,92.97, 8.19,-0.42
32987.81, 8.58,-32.40, 0.50, 8.15,92.79, 8.14,-0.40
32993.48, 8.57,-32.39, 0.50, 8.12,92.58, 8.11,-0.37
32998.71, 8.56,-32.38, 0.50, 8.09,92.36, 8.08,-0.33
33003.69, 8.56,-32.38, 0.50, 8.07,92.12, 8.06,-0.30
33008.83, 8.55,-32.37, 0.50, 8.06,91.87, 8.05,-0.26
33014.62, 8.54,-32.37, 0.50, 8.05,91.61, 8.05,-0.23
33021.09, 8.54,-32.37, 0.50, 8.06,91.34, 8.06,-0.19
33027.42, 8.53,-32.37, 0.50, 8.08,91.08, 8.08,-0.15
33032.56, 8.52,-32.37, 0.50, 8.10,90.82, 8.10,-0.12
33037.01, 8.52,-32.36, 0.50, 8.14,90.57, 8.14,-0.08
33041.77, 8.51,-32.35, 0.50, 8.18,90.33, 8.18,-0.05
33047.42, 8.50,-32.34, 0.50, 8.23,90.10, 8.23,-0.01
33054.10, 8.50,-32.32, 0.50, 8.28,89.89, 8.28, 0.02
33060.99, 8.49,-32.29, 0.50, 8.34,89.71, 8.34, 0.04
33066.86, 8.48,-32.26, 0.50, 8.41,89.56, 8.41, 0.07
33071.82, 8.48,-32.21, 0.50, 8.48,89.43, 8.48, 0.08
33076.68, 8.47,-32.16, 0.50, 8.56,89.34, 8.56, 0.10
33081.66, 8.46,-32.10, 0.50, 8.64,89.28, 8.64, 0.11
33086.72, 8.46,-32.04, 0.50, 8.72,89.26, 8.72, 0.11
33092.05, 8.45,-31.99, 0.50, 8.81,89.27, 8.81, 0.11
33097.66, 8.45,-31.93, 0.50, 8.90,89.31, 8.90, 0.11
33103.34, 8.44,-31.89, 0.50, 8.99,89.39, 8.99, 0.10
33108.73, 8.43,-31.85, 0.50, 9.08,89.51, 9.08, 0.08
33113.86, 8.43,-31.82, 0.50, 9.18,89.65, 9.18, 0.06
33119.40, 8.42,-31.80, 0.50, 9.28,89.84, 9.28, 0.03
